1000	0
1005	0
1010	0
1015	0
1019	0
1027	0
1029	0
1034	0
1036	0
1045	0
1046	0
1047	0
1052	0
1058	0
1059	0
1078	0
1085	0
1089	0
1098	0
1103	0
1104	0
1105	0
1114	0
1119	0
1121	0
1123	0
11241	0
11249	0
11253	0
11254	0
11255	0
11258	0
11259	0
11263	0
11264	0
11265	0
11266	0
11267	0
11271	0
11275	0
11276	0
11279	0
11281	0
11285	0
11287	0
11288	0
1129	0
11290	0
11291	0
11292	0
11293	0
11294	0
11295	0
11298	0
11300	0
11303	0
11305	0
11306	0
11307	0
11309	0
11312	0
11313	0
11314	0
11316	0
11317	0
11319	0
11320	0
11321	0
11322	0
11323	0
11325	0
11326	0
11327	0
11328	0
11329	0
11330	0
11331	0
11332	0
11333	0
11334	0
11337	0
11338	0
11340	0
11341	0
11342	0
11344	0
11345	0
11346	0
11349	0
11353	0
11355	0
11357	0
11358	0
1137	0
11370	0
11371	0
11372	0
11374	0
11377	0
11381	0
11383	0
11385	0
11389	0
11391	0
11393	0
11394	0
11395	0
11396	0
11397	0
11398	0
11399	0
11400	0
11402	0
11403	0
11404	0
11408	0
11410	0
11412	0
11417	0
11422	0
11423	0
11424	0
11425	0
11426	0
11427	0
11428	0
11429	0
11430	0
11431	0
11432	0
11433	0
11440	0
11443	0
11445	0
11447	0
11448	0
11449	0
11452	0
11456	0
11457	0
11458	0
1146	0
11460	0
11463	0
11464	0
11465	0
11468	0
11469	0
11470	0
11471	0
11472	0
11474	0
11475	0
11476	0
11480	0
11481	0
11482	0
11483	0
11485	0
11486	0
11489	0
11491	0
11492	0
11493	0
11494	0
11495	0
11497	0
11498	0
11499	0
11500	0
11502	0
11505	0
11506	0
11507	0
1159	0
1166	0
1172	0
1183	0
1195	0
1200	0
1214	0
12306	0
12308	0
1239	0
1258	0
1271	0
1275	0
1282	0
129	0
1302	0
134	0
135	0
141	0
142	0
14543	0
14546	0
14547	0
14548	0
14549	0
14550	0
14551	0
14552	0
14553	0
14555	0
14556	0
14557	0
14558	0
14560	0
14562	0
149	0
18198	0
18199	0
18200	0
18201	0
18202	0
18203	0
18204	0
18206	0
18209	0
18210	0
18211	0
18212	0
18213	0
18214	0
18216	0
18217	0
18218	0
18219	0
18220	0
18221	0
18222	0
18223	0
18224	0
18225	0
18226	0
18228	0
18229	0
18230	0
18231	0
18232	0
18233	0
18234	0
18235	0
18236	0
18237	0
18238	0
18239	0
1919	0
1923	0
1924	0
1925	0
1926	0
1929	0
1931	0
1932	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	0
1940	0
1941	0
1942	0
1943	0
1944	0
1945	0
1947	0
1948	0
1950	0
1951	0
1952	0
1953	0
1954	0
1955	0
1956	0
1957	0
1958	0
1959	0
1960	0
1963	0
1964	0
2210	0
2517	0
6810	0
6819	0
6821	0
68411	0
68416	0
68419	0
68420	0
68422	0
68423	0
68424	0
68425	0
68427	0
68428	0
68430	0
68431	0
68433	0
68434	0
68435	0
68454	0
68455	0
68515	0
68522	0
68586	0
68622	0
68624	0
6863	0
68637	0
68658	0
68682	0
6870	0
6872	0
6880	0
6894	0
6913	0
6914	0
6915	0
6925	0
6929	0
6952	0
6976	0
7000	0
7015	0
7016	0
70460	0
70475	0
70485	0
70490	0
70524	0
70539	0
70546	0
70568	0
70579	0
70594	0
70609	0
70614	0
70635	0
70640	0
70659	0
70665	0
70672	0
70688	0
70696	0
7095	0
7098	0
7099	0
716	0
71673	0
71674	0
71675	0
71677	0
71679	0
71684	0
71685	0
71686	0
71687	0
71688	0
71689	0
71690	0
71691	0
71692	0
71693	0
71694	0
71695	0
71697	0
71698	0
71699	0
71700	0
71701	0
71702	0
71703	0
71704	0
71705	0
71706	0
71708	0
71709	0
71710	0
71711	0
71712	0
71713	0
71714	0
71715	0
71716	0
71717	0
71718	0
71719	0
71720	0
71721	0
71722	0
71723	0
71724	0
71725	0
71726	0
71727	0
71728	0
71729	0
71730	0
71731	0
71732	0
71733	0
71734	0
71735	0
71736	0
71737	0
71738	0
71739	0
71740	0
71741	0
71742	0
71745	0
71746	0
71747	0
71748	0
71749	0
71750	0
71751	0
71752	0
71753	0
71754	0
71755	0
71756	0
71757	0
71758	0
71759	0
71760	0
71761	0
71762	0
71763	0
71764	0
71765	0
71766	0
71767	0
71768	0
71769	0
71770	0
71771	0
71772	0
71773	0
71774	0
71775	0
71776	0
71777	0
71778	0
71779	0
71780	0
71781	0
71782	0
71783	0
71784	0
71785	0
71786	0
71787	0
71789	0
71790	0
71791	0
71792	0
71793	0
71794	0
71795	0
71796	0
71797	0
71798	0
71799	0
71800	0
71801	0
71802	0
71803	0
71804	0
71805	0
71806	0
71807	0
71808	0
71809	0
71810	0
71811	0
71812	0
71813	0
71814	0
71815	0
71816	0
71817	0
71818	0
71819	0
71823	0
71824	0
71825	0
71826	0
71827	0
71828	0
71829	0
71830	0
71831	0
71832	0
71833	0
71834	0
71835	0
71836	0
71837	0
71838	0
71839	0
71841	0
71842	0
71843	0
71844	0
71845	0
71846	0
71847	0
71848	0
71849	0
71850	0
71851	0
71852	0
71853	0
71855	0
71856	0
71857	0
71858	0
71859	0
71860	0
71861	0
71862	0
71863	0
71865	0
71866	0
71867	0
71868	0
71870	0
71871	0
71873	0
71875	0
71876	0
71877	0
71878	0
71879	0
71880	0
71881	0
71882	0
71883	0
71884	0
71885	0
71886	0
71887	0
71889	0
71890	0
71891	0
71892	0
71893	0
71895	0
71896	0
71897	0
71898	0
71899	0
719	0
71900	0
71901	0
71902	0
71903	0
71904	0
71906	0
71907	0
71908	0
71909	0
71910	0
71911	0
71912	0
71913	0
71915	0
71916	0
71917	0
71918	0
71919	0
71920	0
71922	0
71923	0
71924	0
71925	0
71926	0
71927	0
71928	0
71929	0
71930	0
71931	0
71932	0
71933	0
71934	0
71935	0
71936	0
71937	0
71938	0
71939	0
71940	0
71941	0
71942	0
71943	0
71944	0
71945	0
71946	0
71947	0
71948	0
71949	0
71950	0
71951	0
71952	0
71954	0
71955	0
71956	0
71958	0
71959	0
71960	0
71961	0
71962	0
71963	0
71964	0
71965	0
71966	0
71967	0
71968	0
71969	0
71970	0
71971	0
71972	0
71973	0
71974	0
71975	0
71976	0
71977	0
71978	0
71979	0
71980	0
71981	0
71982	0
71983	0
71984	0
71985	0
71986	0
71987	0
71988	0
71989	0
71991	0
71992	0
71993	0
71994	0
71995	0
71996	0
731	0
732	0
736	0
742	0
744	0
74458	0
746	0
751	0
76348	0
76349	0
76350	0
76351	0
76352	0
76353	0
76354	0
766	0
76655	0
775	0
777	0
783	0
785	0
786	0
787	0
791	0
797	0
812	0
813	0
816	0
828	0
834	0
843	0
849	0
850	0
851	0
859	0
871	0
886	0
892	0
894	0
896	0
931	0
933	0
937	0
946	0
948	0
952	0
962	0
966	0
976	0
981	0
991	0
MAP15387421	0
MAP22868024	0
MAP26637867	0
MAP29629849	0
MAP33332646	0
MAP34726040	0
MAP46246604	0
MAP46251007	0
MAP50103679	0
MAP50104134	0
MAP50104846	0
MAP50106442	0
MAP50106992	0
MAP50108462	0
MAP50301099	0
MAP50302680	0
MAP50402431	0
MAP50409406	0
MAP61344957	0
MAP85980779	0
MAP87264456	0
MAP89164957	0
MAP93787649	0
MAP95330358	0
MAP95453354	0
ROS10524640	0
ROS11430815	0
ROS11697592	0
ROS15114174	0
ROS15738428	0
ROS20225051	0
ROS20251553	0
ROS20254452	0
ROS20275399	0
ROS20327084	0
ROS20376029	0
ROS20945666	0
ROS20946257	0
ROS20990085	0
ROS20998065	0
ROS21001807	0
ROS21112011	0
ROS21113864	0
ROS21274866	0
ROS79590778	0
SM-CJEFQ	0
SM-CJEFR	0
SM-CJEFS	0
SM-CJEFU	0
SM-CJEFV	0
SM-CJEFW	0
SM-CJEFX	0
SM-CJEFY	0
SM-CJEFZ	0
SM-CJEG1	0
SM-CJEG3	0
SM-CJEG4	0
SM-CJEG6	0
SM-CJEG7	0
SM-CJEG8	0
SM-CJEG9	0
SM-CJEGA	0
SM-CJEGB	0
SM-CJEGC	0
SM-CJEGD	0
SM-CJEGE	0
SM-CJEGF	0
SM-CJEGG	0
SM-CJEGH	0
SM-CJEGI	0
SM-CJEGJ	0
SM-CJEGK	0
SM-CJEGM	0
SM-CJEGN	0
SM-CJEGO	0
SM-CJEGP	0
SM-CJEGQ	0
SM-CJEGR	0
SM-CJEGS	0
SM-CJEGU	0
SM-CJEGV	0
SM-CJEGX	0
SM-CJEGY	0
SM-CJEGZ	0
SM-CJEH1	0
SM-CJEH2	0
SM-CJEH3	0
SM-CJEH4	0
SM-CJEH5	0
SM-CJEH6	0
SM-CJEHA	0
SM-CJEHD	0
SM-CJEHE	0
SM-CJEHF	0
SM-CJEHG	0
SM-CJEHH	0
SM-CJEHI	0
SM-CJEHJ	0
SM-CJEHK	0
SM-CJEHL	0
SM-CJEHM	0
SM-CJEHN	0
SM-CJEHP	0
SM-CJEHQ	0
SM-CJEHR	0
SM-CJEHS	0
SM-CJEHT	0
SM-CJEHU	0
SM-CJEHV	0
SM-CJEHW	0
SM-CJEHX	0
SM-CJEHY	0
SM-CJEHZ	0
SM-CJEI1	0
SM-CJEI2	0
SM-CJEI3	0
SM-CJEI4	0
SM-CJEI5	0
SM-CJEI6	0
SM-CJEI7	0
SM-CJEI9	0
SM-CJEIA	0
SM-CJEIB	0
SM-CJEIC	0
SM-CJEID	0
SM-CJEIE	0
SM-CJEIH	0
SM-CJEIJ	0
SM-CJEIL	0
SM-CJEIM	0
SM-CJEIN	0
SM-CJEIO	0
SM-CJEIP	0
SM-CJEIQ	0
SM-CJEIR	0
SM-CJEIS	0
SM-CJEIU	0
SM-CJEIV	0
SM-CJEIW	0
SM-CJEIX	0
SM-CJEIY	0
SM-CJEJ2	0
SM-CJEJ3	0
SM-CJEJ4	0
SM-CJEJ5	0
SM-CJEJ6	0
SM-CJEJ7	0
SM-CJEJ8	0
SM-CJEJ9	0
SM-CJEJA	0
SM-CJEJB	0
SM-CJEJD	0
SM-CJEJE	0
SM-CJEJG	0
SM-CJEJH	0
SM-CJEJI	0
SM-CJEJJ	0
SM-CJEJK	0
SM-CJEJL	0
SM-CJEJM	0
SM-CJEJN	0
SM-CJEJO	0
SM-CJEJP	0
SM-CJEJQ	0
SM-CJEJR	0
SM-CJEJS	0
SM-CJEJT	0
SM-CJEJU	0
SM-CJEJV	0
SM-CJEJW	0
SM-CJEJY	0
SM-CJEJZ	0
SM-CJEK1	0
SM-CJEK3	0
